tema;canal;titulo;score;likes;dislikes;link;user;comment
Animals;TopGear;Top Gear Bicycle Advert;4.86207;28;1;Vzi8YWHO9ZM;Liam Trimble;So true
Autos;jewelrymaking101;Easy Bracelet Making Instructions;4.45455;19;3;alKPTw9QGaM;Taanipu Saiyan;Wow thats great And I luv all ur videos 3
Autos;jewelrymaking101;Easy Bracelet Making Instructions;4.45455;19;3;alKPTw9QGaM;Aynur beiber;kot 
Autos;jewelrymaking101;Easy How to Make Bracelets Video Instructions;4.2;8;2;hYaliwJM2rk;Francesco Giunta;ciao your folds are at 90 not 45 bibi
Autos;jewelrymaking101;Easy How to Make Bracelets Video Instructions;4.2;8;2;hYaliwJM2rk;Sarah78679;background music is very distracting and louder than your instructions 
Autos;jewelrymaking101;jewelry making 101;3;1;1;UM4GCnpDAfw;temygu207;awaiting 102
Autos;TopGear;Top Gear 16x01 ITA HD Completo;0;0;0;lRztyteLVIU;Antonio reis;Sono tornato  Destru  scusa  esami x(  grande 
Autos;TopGear;Top Gear 16x01 ITA HD Completo;0;0;0;lRztyteLVIU;cosmin pricope;grandee
Autos;TopGear;Top Gear 16x01 ITA HD Completo;0;0;0;lRztyteLVIU;XlDrax;Grande
Autos;TopGear;Top Gear 16x01 ITA HD Completo;0;0;0;lRztyteLVIU;TheDestruction82;Top Gear 16x01 ITA HD Completo
Autos;TopGear;Top Gear 16x01 ITA HD Completo;0;0;0;lRztyteLVIU;Gionata Abbiati;Sei veramente un grande meriti un sacco di iscritti solo per limpegno con cui ti metti a caricare video 
Autos;TopGear;Lotus Formula 1 Top Gear Track Driver POV;0;0;0;6qBU00MiXaU;TopGearSpeed;Lotus F1 on track driver POV
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;oBseSsIoNPC;cool car although I think a Wild Ferrari had sex with an Aventador giving birth to what is the 6th Element Weird I still rather go for a TomCat and a Marauder for that kind of money
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;shibtanu biswas;Runs to the Lottery shop
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Ivo Teixeira;Thats my car right there Oo
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Shadowwolf TD5000;Imagine that thing with a Veyron engine
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Buffoon1980;If I owned that car my life expectancy could be measured in minutesActually who am I kidding Id just use it to drive down to the shops at 60 kph
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Charles Ma;although this car is fast but it looks very ugly
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Superion Solace;Okay Lamborghini has given me a reason to start spending my money on powerball tickets
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;artman40;No vase no buy
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;David Larsson;When can they try the koenigsegg agera r or koenigsegg agera one:1
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Kylle Dumlao;2000000 for a Lamborghini Sesto Elemento Seems reasonable 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Damon spaceraser;unreal me want
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jacob G;the back of most lamborghinis are pretty ugly to put it nicely :)
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Opticalism;1950000 Pounds is about 2500000
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;TheSuperMariotf;I think its probably worth the money
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;ola adeus;Automatic
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Gerald chow;THIS IS THE CAR OF MY DREAMSSSSSSSSS
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Steve Hughes;Just ringing Churchillback in a bit
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;peakcur;OMG  Damn thats THE car to have
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;TheImpulsivePear;gta v high life dlc anyone
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;EpicTheBloxxer;OH MY GOD MY DREAM CAR
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;biged961;3
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Daniel Martin;Omg its funny that he said its a bedroom poster car because I have a poster of this car in my room
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Ethan Drake;Personally I feel that the interior is the ugliest thing in the world but that might be just me
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;tarek moez;Astonishing 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Randy Marsh;music at 4:57 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;ScottCo98;Whats that intro bit song 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;George Wicker;This car is just amazing
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Heavysword98;Made to Preform 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Demerikko Reynolds;As soon as I finished the video I look at the picture on my wall of this car
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;flashmhp;The feeling when the engine goes WOOOOOHM WOOOOOOHM please someone notify me when the car is 100 euros in the distant future so I can buy it :D
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;arriluk97;Ugly and usless i go for the porsche 918 or the ferrari LaFerrari
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;H00Dby4ir;Want to see Elemento vs Bugatti
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;SIOUXMAN74;Nice
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Alex Smith;The best looking Lamborghini I have seen If I had the money I would get it
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;pranjal sharma;it has the engine of the gallardo but a ass kicker
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Rayan Kessi;I would pick the maclaren p1 over the sesto elemento
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;oOLiukOo;only 195 millions i was expecting 6:D
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Silent Walker;1:27  1:30 Halo Reach
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Alan Wu;this beast has batman written all over it
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;MrDubstepDancer;The smexiest car I have ever seen :P
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Nelson Burotto;Im in love whith this car
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Blasphemy Moto;when in the hell are they going to review the agera 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;HIFONICSM3;Theres something missing :( oh yeah JAMES AND THAT OTHER GUY WHAT EVER HAPPENED TO THEM ANY ONE  
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Bujang Ganteng;Man the cars sound gave me eargasm
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;burbabull;god damnit top gear is amazing
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;alexa alexandar;WOW
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;jayzbond007;Engine sounds awesome good job Lambo gotta change the name lol
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;wartencrusteddong;My 99 geo metro would give it a good run for its money
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jerome Spiteri;I love how the vid had to be 6:00 long exactly :p
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;alberto dayap;Thats Like a Car of A Demon
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;alberto dayap;Thats Like a Car of A Demon
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;11rt23ez;but is it road legal
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Moegi S;Wow that is a beast and beautiful car with a pretty cool name
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Connor Haus;Oh my god when he screamed at 1:35 it sounded like Ricky bobbys mom from Talladega nights haha haha badass
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;bilbil vangjeli;just amazing
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;saifulinmalaysia;I want this jobbb
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Sourav Mondal;The Sixth Element
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jack Dishman;My grandma would love this car
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;djvartan;Ill take any Pagani over thing ugly looking toy car any day
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Mrcio Machado;lucky son of a bitch
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Cana Macana;The way they introduce cars amazes me so much 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Lorand Achim;evil
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;miles knight;How many us  is that
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Douglas Crabb;Unreal I have driven 4 different Bulls and this is next on my list
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Mick Jger;Looks like it already caught fire in the beginning of the video HA
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;jakuleroooo;Does it have scissor doors
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Medapati Satyaduth;Italian art piece
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;BLACK JACK;Batmobile )I is the 6 th element
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;zak loxray;that is the best lamboghini I have ever seen
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;karim atatrk; love lambos but this one is UGLY 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Alex M;This car is useless for a number of reasons i will attempt to point out a few 1 this car is made of a very cheap blend of metal that they want to sell for the price of gold 2 this car doesnt comes with spaceage criteria eg: no blue tooth capability no iDevice docking no comfort etc 3 this car has no resale value should you waste 2 million credts on this pile of rubbish it becomes your tattoo that would be cool except by the end of the year they are going to come with a new one thus nostalgia would have to comfort for you and your corbonfiber tattoo 4 this car comes with an engine that can only put out 500  BHP now you have much cheaper sports cars that has that capability with buletooth and a radio and a dashboard and resale value etc 5 its not street legal you would have to be an ambassador to even afford the paper works to drive this shit Now that is a very cheap piece of metal with a mediocre engine that has no comfort with a very ugly design that cant even take a female out of her panties now for the jackasses who are talking about its their dream car let me educate you for 2 million creds you could buy an Audi R8 an Aston Martin DB(whatever) a Rolls Royce drop head plus a Ghost a 2015 Porsche 918 spyder plus all the new muscle cars for 2015 the Audi alone will get you all the college chicks the Aston Martin the Lawyer chicks the Rolls Royce plenty of Middle Eastern chicks the Porsche business class chicks muscle cars all the regular chicks plus they all have resale value now you might want to resleep that dream because it was really a nightmare
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;jasmin bibi;it proble cost 3450000 who would by it
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jack Flynn;The wall poster thing is funny because I have a sesto elemento poster and no pagoni one
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;2009skyline;This is one of those cars that I thankful they exist but even if I had the money I wouldnt buy one Id rather have the Aventador 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jesus Hernandez;What episode is this
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;ssfiteni;The sound at the beginning should be the new sound for the Tardis
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Nathaniel Touchberry;gets paid to drive a 2M car in a 6 minute video I want that job I would like to see that stacked up against a new model Corvette Stingray GTR and Veyron 2 mile drag race 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Dillon Mouton;they need to make Clarkson do reviews like these again
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;dotaboy888;toyota ft 1 is better 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Dragon Chanthavixay;You know veyron isnt the fastest car anymore 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Baskins Moglidor;Interesting fact about this car Originally Lamborghini wanted to name is the Bristo Flapamento but then the workers in the factory revolted and actually canabalised one of the managers (as in literally This apparently happens quite a lot in Italy) The executive board backed off and went with the name Sesto Elemento which means Compromising for the sake of national unity Weird I know You can read about the details in the new book 60 years of Lamborghini: the cars and the people
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jerung Gergasi;i cant even afford an old murcielagohow i want to dream to get this onehuhsuch a perfect daydream
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;heroesfan06;No rearview window 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;espritDes;The real pity is that instead of Hammond sounding like an awestruck butch little girl reviewing such a car the job should have gone to Chris Monkey Harris a man who knows more than a little about driving supercars and could better describe the performance of such a machine 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;antlaw954;Am I the only one that knows that this car was in the need for speed movie
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;eopezz;Does it come with a cup holder 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;John Smith;This is a very expensive track car you could spend a million on a gtr to beat this and still have enough left over for a very nice daily driver
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;jhsuperfast;man that thing just looks evil :D
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Hugo Van Niekerk;ME WANT: shoves money at screen
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Tucker Fellows;Awesome
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Kenny R;Whats the song at the beginning of the video 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Danofcanada;Honestly i want to find a video of this car screaming down a racetrack of ONLY engine and onboard sounds no music no narration
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;silverss onyoutube;id sell my soul to satan for that car 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;123MIURA;Cool but 999 of people here wont even get close to dat car so why bother No point in arguing who prefers what car It only makes you more frustrated
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;LongtailGT;Oh my god You guys actually uploaded a video I had asked for Thank you so much guys Thank you thank you thank you But you should have kept the original music in it The Ginormous track at 4:29 in the original BBC version is so much more fitting than this production music Why did you replace the music Just why But still anyway thank you for uploading the video and fulfilling my wish 
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Jack Fitzsimmons;Dont you mean is it worth its two million pound price tag
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Matthewu Wu;3eh lets just do it HELYEAH
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;ThePhantomPain;its gaiest lamorghini
Autos;TopGear;Lamborghini Sesto Elemento at Imola  Top Gear  Series 20  BBC;4.96868;7982;63;zRT1hw_-0a8;Crosby4hyg;Supercars are just getting more and more ridiculous every year
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Nicck K;Clarksons carboat would have won it easily if it was driven by somebody other than Clarkson himself
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Zane Gardner;ive just watch the episode on Netflixs if only Mays clutch didnt go he would have made it 
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;eniL8DOG125;I loved this episode I havent seen it in a while but I thought the first time I seen it the Hilux was a double cab Ha turns out I was wrong
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;vince harney;Sailing Really boreing
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Tyler Key;Surprised nobody tried a fan boat style rig
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;digitalrailroader;RISE TOYBOTA
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;KBABZ;4:00 Most hilarious moment of the season followed by the one that tops it
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Howlrunner82;Row row row your car
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;the defender;He almost sink in 0:52they are enjoying their life
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;FraeschD;Happy Birthday Jeremy :D
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;TheImpossibleD;haha I never realised they used mirror sails on mays carboat
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;STAG162;Is that your carYesIts the wrong way upDont give me technicalitiesThe much loved Clarkson vs May event banter and possibly one of their best and funniest unscripted segments Thankyou Top Gear
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;canvoodoo;this was on Dave today
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Petros Athanasoglou;look at the bright side at least they stopped uploading top gear usa videos 
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;lorne carter;is that your caryeahits the wrong way uphilarious
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;ItsTime2Burn;Doesnt feel like it but damn this episode is old o: look at Jeremys hair Its not completely grey
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;musicisakindofloving;Its movingim movingits a boat
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Da Meister;Sailing is really boring lolwell true that
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;EE DRAKEDOG;epic
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;erik gustafsson;Captain slow sure made a name for himself there
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;allen rottenberger;water pumps work wonders  PEACE
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;londtok;Sailing is boring Jamesmay :D
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Jenny Hemmingway;I hope the guys still keep the show going on because I want to see more of them do more funny stunts and try new cars
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Reece Morris;Funny bit 6:00
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Dra Dogyianus;cool
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Curro Bravo;PMSL
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;qinfanitz;those incompetent copresenter XD
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Don Craig;I think that it was Clarkson that was saying during the Africa river crossingOh Lord we beseech thee please let it go upside down while Mays car was crossing 
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;ZeryusXD;Can you give me a tow before you sinkI however was about to launch into a world of issueslol
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Seraphine Oyeh Ayivor;Is amazing hahaha
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Bzapp725;Best episode ever
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Doggydog08;Toyboata wavix
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Kieran White;bloody brilliant Happy Birthday Jezza
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Zaki Lakhani;Happy b day Clarkson
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Aleciano Jnior;6:30 lol
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Arnat Semtappra;Viewer no 74591
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;will cooper;63700th view
Autos;TopGear;Amphibious Car Challenge  Top Gear  Series 8  BBC;4.94039;2644;40;7dsp_Aulp8Y;Luke Harris;Haha one of my favourites
